icao,iata,name,lat,long,country,alt,utcoffset,tzolson
MMVR,VER,General Heriberto Jara International Airport,19.1459007263,-96.1873016357,Mexico,90,-6,America/Mexico_City
MMZC,ZCL,General Leobardo C. Ruiz International Airport,22.8971004486,-102.68699646,Mexico,7141,-6,America/Mexico_City
MMZH,ZIH,Ixtapa Zihuatanejo International Airport,17.601600647,-101.460998535,Mexico,26,-6,America/Mexico_City
MMZM,ZMM,Zamora Airport,20.045,-102.276001,Mexico,5141,-6,America/Mexico_City
MMZO,ZLO,Playa De Oro International Airport,19.1448001862,-104.558998108,Mexico,30,-6,America/Mexico_City
MMZP,\N,Zapopan Airport,20.747922,-103.461709,Mexico,5333,-6,America/Mexico_City
MNBL,BEF,Bluefields Airport,11.9910001754761,-83.7741012573242,Nicaragua,20,-6,America/Managua
MNBR,\N,Los Brasiles Airport,12.1899995803833,-86.3538970947266,Nicaragua,262,-6,America/Managua
MNLN,\N,Leon (Fanor Urroz) Airport,12.4292001724243,-86.9028015136719,Nicaragua,328,-6,America/Managua
MNMG,MGA,Augusto C. Sandino (Managua) International Airport,12.1415004730225,-86.1681976318359,Nicaragua,194,-6,America/Managua
MNPC,PUZ,Puerto Cabezas Airport,14.0472002029419,-83.3867034912109,Nicaragua,52,-6,America/Managua
MPBO,BOC,Bocas Del Toro International Airport,9.34084987640381,-82.2508010864258,Panama,10,-5,America/Panama
MPCH,CHX,Cap Manuel Niño International Airport,9.458962,-82.515062,Panama,19,-5,America/Panama
MPDA,DAV,Enrique Malek International Airport,8.39099979400635,-82.4349975585938,Panama,89,-5,America/Panama
MPHO,BLB,Panama Pacific International Airport,8.91479,-79.599602,Panama,52,-5,America/Panama
MPMG,PAC,Marcos A. Gelabert International Airport,8.97334003448486,-79.5556030273437,Panama,31,-5,America/Panama
MPSA,SYP,Ruben Cantu Airport,8.08559989929199,-80.9452972412109,Panama,272,-5,America/Panama
MPTO,PTY,Tocumen International Airport,9.0713596344,-79.3834991455,Panama,135,-5,America/Panama
MRBA,BAI,Buenos Aires Airport,9.163949,-83.330171,Costa Rica,1214,-6,America/Costa_Rica
MRCC,OTR,Coto 47 Airport,8.60155963897705,-82.9685974121094,Costa Rica,26,-6,America/Costa_Rica
MRCH,JAP,Chacarita Airport,9.98141002655,-84.7726974487,Costa Rica,7,-6,America/Costa_Rica
MREC,\N,El Carmen de Siquirres Airport,10.2019996643066,-83.4721984863281,Costa Rica,56,-6,America/Costa_Rica
MRFI,\N,Finca 10 / Nuevo Palmar Sur Airport,8.91635036468506,-83.5073013305664,Costa Rica,25,-6,America/Costa_Rica
MRGF,GLF,Golfito Airport,8.65400981903076,-83.1821975708008,Costa Rica,49,-6,America/Costa_Rica
MRGP,GPL,Guapiles Airport,10.2172002792,-83.7969970703,Costa Rica,883,-6,America/Costa_Rica
MRLB,LIR,Daniel Oduber Quiros International Airport,10.5933,-85.544403,Costa Rica,270,-6,America/Costa_Rica
MRLC,LSL,Los Chiles Airport,11.0353002548218,-84.7061004638672,Costa Rica,131,-6,America/Costa_Rica
MRLM,LIO,Limon International Airport,9.95796012878418,-83.0220031738281,Costa Rica,7,-6,America/Costa_Rica
MRNS,NOB,Nosara Airport,9.97649002075,-85.6529998779,Costa Rica,33,-6,America/Costa_Rica
MROC,SJO,Juan Santamaria International Airport,9.99386024475098,-84.2088012695313,Costa Rica,3021,-6,America/Costa_Rica
MRPD,\N,Pandora Airport,9.73217010498047,-82.9832000732422,Costa Rica,98,-6,America/Costa_Rica
MRPM,PMZ,Palmar Sur Airport,8.95102977752686,-83.4685974121094,Costa Rica,49,-6,America/Costa_Rica
MRQP,XQP,Quepos Managua Airport,9.44316005706787,-84.1297988891602,Costa Rica,85,-6,America/Costa_Rica
MRSG,\N,Santa Clara De Guapiles Airport,10.2882995605469,-83.7135009765625,Costa Rica,262,-6,America/Costa_Rica
MRSV,TOO,San Vito De Java Airport,8.82610988616943,-82.9589004516602,Costa Rica,3228,-6,America/Costa_Rica
MSLP,SAL,Monseñor Óscar Arnulfo Romero International Airport,13.4409,-89.055702,El Salvador,101,-6,America/El_Salvador
MSSS,\N,Ilopango International Airport,13.6995000839233,-89.1199035644531,El Salvador,2021,-6,America/El_Salvador
MTCA,CYA,Les Cayes Airport,18.2710990905762,-73.7882995605469,Haiti,203,-5,America/Port-au-Prince
MTCH,CAP,Cap Haitien International Airport,19.733,-72.194702,Haiti,10,-5,America/Port-au-Prince
MTJA,JAK,Jacmel Airport,18.2411003112793,-72.5185012817383,Haiti,167,-5,America/Port-au-Prince
MTPP,PAP,Toussaint Louverture International Airport,18.5799999237061,-72.2925033569336,Haiti,122,-5,America/Port-au-Prince
MUBA,BCA,Gustavo Rizo Airport,20.3652992248535,-74.5062026977539,Cuba,26,-5,America/Havana
MUBY,BYM,Carlos Manuel de Cespedes Airport,20.3964004516602,-76.6213989257813,Cuba,203,-5,America/Havana
MUCA,AVI,Maximo Gomez Airport,22.027099609375,-78.7895965576172,Cuba,335,-5,America/Havana
MUCC,CCC,Jardines Del Rey Airport,22.4610004425,-78.3283996582,Cuba,13,-5,America/Havana
MUCF,CFG,Jaime Gonzalez Airport,22.1499996185303,-80.4141998291016,Cuba,102,-5,America/Havana
MUCL,CYO,Vilo Acuña International Airport,21.6165008545,-81.5459976196,Cuba,10,-5,America/Havana
MUCM,CMW,Ignacio Agramonte International Airport,21.4202995300293,-77.8475036621094,Cuba,413,-5,America/Havana
MUCU,SCU,Antonio Maceo International Airport,19.9698009490967,-75.8354034423828,Cuba,249,-5,America/Havana
MUFL,\N,Florida Airport,21.4997005462646,-78.2027969360352,Cuba,197,-5,America/Havana
MUGM,NBW,Leeward Point Field,19.906499862671,-75.207099914551,Cuba,56,-5,\N
MUGT,GAO,Mariana Grajales Airport,20.0853004455566,-75.1583023071289,Cuba,56,-5,America/Havana
MUHA,HAV,José Martí International Airport,22.989200592041,-82.4091033935547,Cuba,210,-5,America/Havana
MUHG,HOG,Frank Pais International Airport,20.7856006622314,-76.3151016235352,Cuba,361,-5,America/Havana
MULM,LCL,La Coloma Airport,22.3360996246338,-83.6418991088867,Cuba,131,-5,America/Havana
MUMO,MOA,Orestes Acosta Airport,20.6539001464844,-74.9222030639649,Cuba,16,-5,America/Havana
MUMZ,MZO,Sierra Maestra Airport,20.2880992889404,-77.0892028808594,Cuba,112,-5,America/Havana
MUNG,GER,Rafael Cabrera Airport,21.8346996307373,-82.7837982177734,Cuba,79,-5,America/Havana
MUPB,UPB,Playa Baracoa Airport,23.0328006744,-82.5793991089,Cuba,102,-5,America/Havana
MUPR,QPD,Pinar Del Rio Airport,22.4214000701904,-83.6783981323242,Cuba,131,-5,America/Havana
MUSA,\N,San Antonio De Los Banos Airport,22.8715000152588,-82.5093002319336,Cuba,164,-5,America/Havana
MUSC,SNU,Abel Santamaria Airport,22.4922008514404,-79.943603515625,Cuba,338,-5,America/Havana
MUSL,\N,Joaquín de Agüero Airport,21.5094559067,-77.0205974579,Cuba,13,-5,America/Havana
MUSN,SZJ,Siguanea Airport,21.6424999237061,-82.9551010131836,Cuba,39,-5,America/Havana
MUSS,USS,Sancti Spiritus Airport,21.9704,-79.442703,Cuba,295,-5,America/Havana
MUVR,VRA,Juan Gualberto Gomez International Airport,23.0344009399414,-81.435302734375,Cuba,210,-5,America/Havana
MUVT,VTU,Hermanos Ameijeiras Airport,20.9876003265381,-76.9357986450195,Cuba,328,-5,America/Havana
MWCB,CYB,Gerrard Smith International Airport,19.6870002746582,-79.8827972412109,Cayman Islands,8,-5,America/Cayman
MWCR,GCM,Owen Roberts International Airport,19.2928009033,-81.3576965332,Cayman Islands,8,-5,America/Cayman
MYAB,MAY,Clarence A. Bain Airport,24.2877006530762,-77.6846008300781,Bahamas,19,-5,America/Nassau
MYAF,ASD,Andros Town Airport,24.6979007720947,-77.7956008911133,Bahamas,5,-5,America/Nassau
MYAM,MHH,Leonard M Thompson International Airport,26.5114,-77.083503,Bahamas,6,-5,America/Nassau
MYAN,SAQ,San Andros Airport,25.0538005828857,-78.0490036010742,Bahamas,5,-5,America/Nassau
MYAP,AXP,Spring Point Airport,22.4417991638,-73.9709014893,Bahamas,11,-5,America/Nassau
MYAS,\N,Sandy Point Airport,26.0046005249023,-77.3955001831055,Bahamas,8,-5,America/Nassau
MYAT,TCB,Treasure Cay Airport,26.745300293,-77.3912963867,Bahamas,8,-5,America/Nassau
MYBC,CCZ,Chub Cay Airport,25.4171009063721,-77.8808975219727,Bahamas,5,-5,America/Nassau
MYBG,GHC,Great Harbour Cay Airport,25.7383,-77.840103,Bahamas,18,-5,America/Nassau
MYBS,BIM,South Bimini Airport,25.6998996735,-79.2647018433,Bahamas,10,-5,America/Nassau
MYEF,GGT,Exuma International Airport,23.5625991821,-75.8779983521,Bahamas,9,-5,America/Nassau
MYEG,\N,George Town Airport,23.4666996002,-75.7817001343,Bahamas,5,-5,America/Nassau
MYEH,ELH,North Eleuthera Airport,25.474899292,-76.6835021973,Bahamas,13,-5,America/Nassau
MYEM,GHB,Governor's Harbour Airport,25.2847003937,-76.3310012817,Bahamas,26,-5,America/Nassau
MYEN,NMC,Normans Cay Airport,24.5942993164063,-76.820198059082,Bahamas,8,-5,America/Nassau
MYER,RSD,Rock Sound Airport,24.8950787333,-76.1768817902,Bahamas,10,-5,America/Nassau
MYES,TYM,Staniel Cay Airport,24.1690998077393,-76.4391021728516,Bahamas,5,-5,America/Nassau
MYGF,FPO,Grand Bahama International Airport,26.5587005615,-78.695602417,Bahamas,7,-5,America/Nassau
MYIG,IGA,Inagua Airport,20.9750003814697,-73.6669006347656,Bahamas,8,-5,America/Nassau
MYLD,LGI,Deadman's Cay Airport,23.1790008545,-75.0935974121,Bahamas,9,-5,America/Nassau
MYLS,SML,Stella Maris Airport,23.582317,-75.268621,Bahamas,10,-5,America/Nassau
MYMM,MYG,Mayaguana Airport,22.379499,-73.013494,Bahamas,11,-5,America/Nassau
MYNN,NAS,Lynden Pindling International Airport,25.0389995575,-77.4662017822,Bahamas,16,-5,America/Nassau
MYRD,DCT,Duncan Town Airport,22.1818008422852,-75.7294998168945,Bahamas,6,-5,America/Nassau
MYRP,RCY,Rum Cay Airport,23.6844005584717,-74.8361968994141,Bahamas,15,-5,America/Nassau
MYSM,ZSA,San Salvador Airport,24.0632991790771,-74.5240020751953,Bahamas,24,-5,America/Nassau
MZBZ,BZE,Philip S. W. Goldson International Airport,17.5391006469727,-88.3081970214844,Belize,15,-6,America/Belize
NCAI,AIT,Aitutaki Airport,-18.8309001922607,-159.764007568359,Cook Islands,14,-10,Pacific/Rarotonga
NCRG,RAR,Rarotonga International Airport,-21.2026996613,-159.805999756,Cook Islands,19,-10,Pacific/Rarotonga
NFFN,NAN,Nadi International Airport,-17.7553997039795,177.442993164063,Fiji,59,12,Pacific/Fiji
NFNA,SUV,Nausori International Airport,-18.0433006286621,178.559005737305,Fiji,17,12,Pacific/Fiji
NFTF,TBU,Fua'amotu International Airport,-21.2411994934082,-175.149993896484,Tonga,126,13,Pacific/Tongatapu
NFTV,VAV,Vava'u International Airport,-18.5853004455566,-173.962005615234,Tonga,236,13,Pacific/Tongatapu
NGTA,TRW,Bonriki International Airport,1.38163995742798,173.147003173828,Kiribati,9,12,Pacific/Tarawa
NGTE,TBF,Tabiteuea North Airport,-1.22447001934052,174.776000976563,Kiribati,7,12,\N
NLWW,WLS,Hihifo Airport,-13.2383003235,-176.199005127,Wallis and Futuna,79,12,Pacific/Wallis
NSFA,APW,Faleolo International Airport,-13.8299999237061,-172.007995605469,Samoa,58,13,Pacific/Apia
NSTU,PPG,Pago Pago International Airport,-14.3310003281,-170.710006714,American Samoa,32,-11,Pacific/Pago_Pago
NTAR,RUR,Rurutu Airport,-22.4340991973877,-151.360992431641,French Polynesia,18,-10,\N
NTAT,TUB,Tubuai Airport,-23.3654003143311,-149.524002075195,French Polynesia,7,-10,Pacific/Tahiti
NTGA,AAA,Anaa Airport,-17.3526000976563,-145.509994506836,French Polynesia,10,-10,Pacific/Tahiti
NTGB,FGU,Fangatau Airport,-15.819899559021,-140.886993408203,French Polynesia,9,-10,Pacific/Tahiti
NTGC,TIH,Tikehau Airport,-15.1196002960205,-148.231002807617,French Polynesia,6,-10,Pacific/Tahiti
NTGE,REA,Reao Airport,-18.4659004211426,-136.440002441406,French Polynesia,12,-10,\N
NTGF,FAV,Fakarava Airport,-16.0541000366211,-145.656997680664,French Polynesia,13,-10,Pacific/Tahiti
NTGI,XMH,Manihi Airport,-14.4368000030518,-146.070007324219,French Polynesia,14,-10,Pacific/Tahiti
NTGJ,GMR,Totegegie Airport,-23.0799007415771,-134.889999389648,French Polynesia,7,-9,Pacific/Gambier
NTGK,KKR,Kaukura Airport,-15.6632995605469,-146.884994506836,French Polynesia,11,-10,Pacific/Tahiti
NTGM,MKP,Makemo Airport,-16.5839004516602,-143.658004760742,French Polynesia,3,-10,Pacific/Tahiti
NTGP,PKP,Puka Puka Airport,-14.8094997406006,-138.813003540039,French Polynesia,5,-10,Pacific/Tahiti
NTGT,TKP,Takapoto Airport,-14.7095003128052,-145.246002197266,French Polynesia,12,-10,Pacific/Tahiti
NTGU,AXR,Arutua Airport,-15.2482995986938,-146.617004394531,French Polynesia,9,-10,Pacific/Tahiti
NTGV,MVT,Mataiva Airport,-14.8681001663208,-148.716995239258,French Polynesia,11,-10,Pacific/Tahiti
NTKR,TKX,Takaroa Airport,-14.4558000564575,-145.024993896484,French Polynesia,13,-10,Pacific/Tahiti
NTMD,NHV,Nuku Hiva Airport,-8.79559993743897,-140.22900390625,French Polynesia,220,-9.5,Pacific/Marquesas
NTTB,BOB,Bora Bora Airport,-16.4444007873535,-151.751007080078,French Polynesia,10,-10,Pacific/Tahiti
NTTG,RGI,Rangiroa Airport,-14.9542999267578,-147.660995483398,French Polynesia,10,-10,Pacific/Tahiti
NTTH,HUH,Huahine-Fare Airport,-16.6872005462646,-151.022003173828,French Polynesia,7,-10,Pacific/Tahiti
NTTM,MOZ,Moorea Airport,-17.49,-149.761993,French Polynesia,9,-10,Pacific/Tahiti
NTTO,HOI,Hao Airport,-18.074800491333,-140.945999145508,French Polynesia,10,-10,\N
NTTP,MAU,Maupiti Airport,-16.4265003204346,-152.244003295898,French Polynesia,15,-10,Pacific/Tahiti
NTTR,RFP,Raiatea Airport,-16.7229,-151.466003,French Polynesia,3,-10,Pacific/Tahiti
NVVV,VLI,Bauerfield International Airport,-17.699300765991,168.32000732422,Vanuatu,70,11,Pacific/Efate
NWWD,KNQ,Koné Airport,-21.0543003082275,164.837005615234,New Caledonia,23,11,Pacific/Noumea
NWWK,KOC,Koumac Airport,-20.5463008880615,164.255996704102,New Caledonia,42,11,Pacific/Noumea
NWWL,LIF,Lifou Airport,-20.7747993469238,167.240005493164,New Caledonia,92,11,Pacific/Noumea
NWWM,GEA,Nouméa Magenta Airport,-22.25830078125,166.473007202148,New Caledonia,10,11,Pacific/Noumea
NWWR,MEE,Maré Airport,-21.4817008972168,168.037994384766,New Caledonia,141,11,Pacific/Noumea
NWWU,TOU,Touho Airport,-20.7900009155273,165.259002685547,New Caledonia,10,11,Pacific/Noumea
NWWV,UVE,Ouvéa Airport,-20.6406002044678,166.572998046875,New Caledonia,23,11,Pacific/Noumea
NWWW,NOU,La Tontouta International Airport,-22.0146007537842,166.212997436523,New Caledonia,52,11,Pacific/Noumea
NZAA,AKL,Auckland International Airport,-37.0080986023,174.792007446,New Zealand,23,12,Pacific/Auckland
NZAP,TUO,Taupo Airport,-38.7397003173828,176.083999633789,New Zealand,1335,12,Pacific/Auckland
NZAR,AMZ,Ardmore Airport,-37.0297012329102,174.973007202148,New Zealand,111,12,Pacific/Auckland
NZCH,CHC,Christchurch International Airport,-43.4893989562988,172.531997680664,New Zealand,123,12,Pacific/Auckland
NZCI,CHT,Chatham Islands-Tuuta Airport,-43.810001373291,-176.457000732422,New Zealand,43,12.75,Pacific/Chatham
NZDN,DUD,Dunedin Airport,-45.9281005859375,170.197998046875,New Zealand,4,12,Pacific/Auckland
NZGS,GIS,Gisborne Airport,-38.6632995605469,177.977996826172,New Zealand,15,12,Pacific/Auckland
NZGT,GTN,Glentanner Airport,-43.9067001342773,170.128005981445,New Zealand,1824,12,Pacific/Auckland
NZHK,HKK,Hokitika Airfield,-42.7136001586914,170.985000610352,New Zealand,146,12,Pacific/Auckland
NZHN,HLZ,Hamilton International Airport,-37.8666992188,175.332000732,New Zealand,172,12,Pacific/Auckland
NZHS,\N,Hastings Aerodrome,-39.646702,176.766998,New Zealand,72,12,Pacific/Auckland
NZKK,KKE,Kerikeri Airport,-35.2627983093262,173.912002563477,New Zealand,492,12,Pacific/Auckland
NZKT,KAT,Kaitaia Airport,-35.0699996948242,173.285003662109,New Zealand,270,12,Pacific/Auckland
NZLX,ALR,Alexandra Airport,-45.2117004394531,169.373001098633,New Zealand,752,12,Pacific/Auckland
NZMC,MON,Mount Cook Airport,-43.7649993896484,170.132995605469,New Zealand,2153,12,Pacific/Auckland
NZMO,TEU,Manapouri Airport,-45.5331001281738,167.649993896484,New Zealand,687,12,Pacific/Auckland
NZMS,MRO,Hood Airport,-40.9733009338379,175.634002685547,New Zealand,364,12,Pacific/Auckland
NZNP,NPL,New Plymouth Airport,-39.0085983276367,174.179000854492,New Zealand,97,12,Pacific/Auckland
NZNS,NSN,Nelson Airport,-41.2983016967773,173.220993041992,New Zealand,17,12,Pacific/Auckland
NZNV,IVC,Invercargill Airport,-46.4123992919922,168.313003540039,New Zealand,5,12,Pacific/Auckland
NZOH,OHA,RNZAF Base Ohakea,-40.2060012817383,175.388000488281,New Zealand,164,12,Pacific/Auckland
NZOU,OAM,Oamaru Airport,-44.9700012207031,171.082000732422,New Zealand,99,12,Pacific/Auckland
NZPM,PMR,Palmerston North Airport,-40.3205986022949,175.617004394531,New Zealand,151,12,Pacific/Auckland
NZPP,PPQ,Paraparaumu Airport,-40.9047012329102,174.988998413086,New Zealand,22,12,Pacific/Auckland
NZQN,ZQN,Queenstown International Airport,-45.0210990906,168.738998413,New Zealand,1171,12,Pacific/Auckland
NZRO,ROT,Rotorua Regional Airport,-38.1091995239258,176.317001342773,New Zealand,935,12,Pacific/Auckland
NZRU,\N,Waiouru Airport,-39.4463996887207,175.658004760742,New Zealand,2686,12,Pacific/Auckland
NZSP,\N,South Pole Station Airport,-90,0,Antarctica,9300,12,Antarctica/South_Pole
NZTG,TRG,Tauranga Airport,-37.6719017028809,176.195999145508,New Zealand,13,12,Pacific/Auckland
NZTU,TIU,Timaru Airport,-44.3027992248535,171.225006103516,New Zealand,89,12,Pacific/Auckland
NZUK,TWZ,Pukaki Airport,-44.2350006104,170.117996216,New Zealand,1575,12,Pacific/Auckland
NZWB,BHE,Woodbourne Airport,-41.5182991027832,173.869995117188,New Zealand,109,12,Pacific/Auckland
NZWD,\N,Williams Field,-77.8674011230469,167.057006835938,Antarctica,68,12,Antarctica/South_Pole
NZWF,WKA,Wanaka Airport,-44.722198486328,169.24600219727,New Zealand,1142,12,Pacific/Auckland
NZWG,\N,Wigram Airport,-43.5511016846,172.552993774,New Zealand,74,12,Pacific/Auckland
NZWK,WHK,Whakatane Airport,-37.9206008911133,176.914001464844,New Zealand,20,12,Pacific/Auckland
NZWN,WLG,Wellington International Airport,-41.3272018433,174.804992676,New Zealand,41,12,Pacific/Auckland
NZWO,WIR,Wairoa Airport,-39.0069007873535,177.406997680664,New Zealand,42,12,Pacific/Auckland
NZWP,\N,RNZAF Base Auckland-Whenuapai,-36.7877998352051,174.630004882813,New Zealand,100,12,Pacific/Auckland
NZWR,WRE,Whangarei Airport,-35.7682991027832,174.365005493164,New Zealand,133,12,Pacific/Auckland
NZWS,WSZ,Westport Airport,-41.7380981445313,171.580993652344,New Zealand,13,12,Pacific/Auckland
NZWU,WAG,Wanganui Airport,-39.9622001647949,175.024993896484,New Zealand,27,12,Pacific/Auckland
OAHR,HEA,Herat Airport,34.2099990844727,62.2282981872559,Afghanistan,3206,4.5,Asia/Kabul
OAJL,JAA,Jalalabad Airport,34.3997993469238,70.4985961914062,Afghanistan,1814,4.5,Asia/Kabul
OAKB,KBL,Hamid Karzai International Airport,34.565899,69.212303,Afghanistan,5877,4.5,Asia/Kabul
OAKN,KDH,Kandahar Airport,31.5058002471924,65.8478012084961,Afghanistan,3337,4.5,Asia/Kabul
OAMN,MMZ,Maimana Airport,35.9308013916016,64.7609024047852,Afghanistan,2743,4.5,Asia/Kabul
OAMS,MZR,Mazar I Sharif Airport,36.706901550293,67.2097015380859,Afghanistan,1284,4.5,Asia/Kabul
OASD,OAH,Shindand Airport,33.3913002014,62.2610015869,Afghanistan,3773,4.5,Asia/Kabul
OASG,\N,Sheberghan Airport,36.7508010864258,65.913200378418,Afghanistan,1053,4.5,Asia/Kabul
OAUZ,UND,Konduz Airport,36.6651000976562,68.9107971191406,Afghanistan,1457,4.5,Asia/Kabul
OBBI,BAH,Bahrain International Airport,26.2707996368408,50.6335983276367,Bahrain,6,3,Asia/Bahrain
OBBS,\N,Sheik Isa Air Base,25.918399810791,50.5905990600586,Bahrain,136,3,Asia/Bahrain
OEAB,AHB,Abha Regional Airport,18.2404003143,42.6566009521,Saudi Arabia,6858,3,Asia/Riyadh
OEAH,HOF,Al Ahsa Airport,25.2852993011475,49.4851989746094,Saudi Arabia,588,3,Asia/Riyadh
OEBA,ABT,Al Baha Airport,20.2961006165,41.6343002319,Saudi Arabia,5486,3,Asia/Riyadh
OEBH,BHH,Bisha Airport,19.9843997955322,42.6208992004395,Saudi Arabia,3887,3,Asia/Riyadh
OEBQ,\N,Abqaiq Airport,25.9113006591797,49.5912017822266,Saudi Arabia,229,3,Asia/Riyadh
OEDF,DMM,King Fahd International Airport,26.4712009429932,49.7979011535645,Saudi Arabia,72,3,Asia/Riyadh
OEDR,DHA,King Abdulaziz Air Base,26.2653999329,50.1520004272,Saudi Arabia,84,3,Asia/Riyadh
OEGN,GIZ,Jizan Regional Airport,16.9011001586914,42.5858001708984,Saudi Arabia,20,3,Asia/Riyadh
OEGS,ELQ,Gassim Airport,26.3027992248535,43.7743988037109,Saudi Arabia,2126,3,Asia/Riyadh
OEGT,URY,Gurayat Domestic Airport,31.412413,37.278898,Saudi Arabia,1672,3,Asia/Riyadh
OEHL,HAS,Ha'il Airport,27.437901,41.686298,Saudi Arabia,3331,3,Asia/Riyadh
OEJB,QJB,Jubail Airport,27.0389995574951,49.4051017761231,Saudi Arabia,26,3,Asia/Riyadh
OEJF,\N,King Faisal Naval Base,21.3481006622314,39.1730003356934,Saudi Arabia,7,3,Asia/Riyadh
OEJN,JED,King Abdulaziz International Airport,21.6796,39.156502,Saudi Arabia,48,3,Asia/Riyadh
OEKK,KMC,King Khaled Military City Airport,27.9009,45.528198,Saudi Arabia,1352,3,Asia/Riyadh
OEMA,MED,Prince Mohammad Bin Abdulaziz Airport,24.5534,39.705101,Saudi Arabia,2151,3,Asia/Riyadh
OENG,EAM,Nejran Airport,17.611400604248,44.4192008972168,Saudi Arabia,3982,3,Asia/Riyadh
OEPA,AQI,Al Qaisumah/Hafr Al Batin Airport,28.335199,46.125099,Saudi Arabia,1174,3,Asia/Riyadh
OEPC,\N,Pump Station 3 Airport,25.1744995117187,47.4883995056152,Saudi Arabia,1740,3,Asia/Riyadh
OEPF,\N,Pump Station 6 Airport,24.7103004455566,44.9645004272461,Saudi Arabia,2530,3,Asia/Riyadh
OEPJ,\N,Pump Station 10 Airport,24.1072998046875,41.0359992980957,Saudi Arabia,2840,3,Asia/Riyadh
OERB,\N,Rabigh Airport,22.702600479126,39.0698013305664,Saudi Arabia,22,3,Asia/Riyadh
OERF,RAH,Rafha Domestic Airport,29.6263999938965,43.4906005859375,Saudi Arabia,1474,3,Asia/Riyadh
OERK,RUH,King Khaled International Airport,24.9575996398926,46.6987991333008,Saudi Arabia,2049,3,Asia/Riyadh
OERM,\N,Ras Mishab Airport,28.0795993804932,48.6110000610352,Saudi Arabia,13,3,Asia/Riyadh
OERR,RAE,Arar Domestic Airport,30.9066009521484,41.1381988525391,Saudi Arabia,1813,3,Asia/Riyadh
OERT,\N,Ras Tanura Airport,26.7231006622314,50.0307998657227,Saudi Arabia,6,3,Asia/Riyadh
OESH,SHW,Sharurah Airport,17.4668998718262,47.1213989257813,Saudi Arabia,2363,3,Asia/Riyadh
OESL,SLF,Sulayel Airport,20.4647006988525,45.6195983886719,Saudi Arabia,2021,3,Asia/Riyadh
OETB,TUU,Tabuk Airport,28.3654,36.6189,Saudi Arabia,2551,3,Asia/Riyadh
OETF,TIF,Ta’if Regional Airport,21.483001,40.543442,Saudi Arabia,4848,3,Asia/Riyadh
OETH,\N,Thumamah Airport,25.2129993438721,46.640998840332,Saudi Arabia,1870,3,Asia/Riyadh
OETN,\N,Ras Tanajib Airport,27.8677997589111,48.769100189209,Saudi Arabia,30,3,Asia/Riyadh
OETR,TUI,Turaif Domestic Airport,31.692188,38.731544,Saudi Arabia,2803,3,Asia/Riyadh
OEWJ,EJH,Al Wajh Domestic Airport,26.198600769043,36.4763984680176,Saudi Arabia,66,3,Asia/Riyadh
OEYN,YNB,Prince Abdulmohsin Bin Abdulaziz Airport,24.144199,38.0634,Saudi Arabia,26,3,Asia/Riyadh
OIAA,ABD,Abadan Airport,30.371099472,48.2282981873,Iran,10,3.5,Asia/Tehran
OIAD,DEF,Dezful Airport,32.434399,48.397598,Iran,474,3.5,Asia/Tehran
OIAG,AKW,Aghajari Airport,30.7444,49.6772,Iran,88,3.5,Asia/Tehran
OIAH,GCH,Gachsaran Airport,30.337600708,50.827999115,Iran,2414,3.5,Asia/Tehran
OIAI,\N,Shahid Asyaee Airport,32.0023994445801,49.2704010009766,Iran,1206,3.5,Asia/Tehran
OIAJ,OMI,Omidiyeh Airport,30.8351993560791,49.5349006652832,Iran,85,3.5,Asia/Tehran
OIAM,MRX,Mahshahr Airport,30.5562000274658,49.1519012451172,Iran,8,3.5,Asia/Tehran
OIAW,AWZ,Ahwaz Airport,31.3374004364,48.7620010376,Iran,66,3.5,Asia/Tehran
OIBA,AEU,Abu Musa Island Airport,25.8757,55.033001,Iran,23,3.5,Asia/Tehran
OIBB,BUZ,Bushehr Airport,28.9447994232,50.8345985413,Iran,68,3.5,Asia/Tehran
OIBH,\N,Bastak Airport,27.2126998901367,54.3185997009277,Iran,1350,3.5,Asia/Tehran
OIBI,\N,Asaloyeh Airport,27.4814,52.615501,Iran,15,3.5,Asia/Tehran
OIBK,KIH,Kish International Airport,26.5261993408,53.9802017212,Iran,101,3.5,Asia/Tehran
OIBL,BDH,Bandar Lengeh Airport,26.531999588,54.824798584,Iran,67,3.5,Asia/Tehran
OIBQ,KHK,Khark Island Airport,29.2602996826172,50.3238983154297,Iran,17,3.5,Asia/Tehran
OIBS,SXI,Sirri Island Airport,25.908899307251,54.5393981933594,Iran,43,3.5,Asia/Tehran
OIBV,LVP,Lavan Island Airport,26.8103008270264,53.3563003540039,Iran,76,3.5,Asia/Tehran
OICC,KSH,Shahid Ashrafi Esfahani Airport,34.3459014893,47.1581001282,Iran,4307,3.5,Asia/Tehran
OICS,SDG,Sanandaj Airport,35.2458992004395,47.0092010498047,Iran,4522,3.5,Asia/Tehran
OIFE,IFH,Hesa Airport,32.9289016723633,51.5611000061035,Iran,5256,3.5,Asia/Tehran
OIFH,\N,Shahid Vatan Pour Air Base,32.5670013427734,51.6916007995606,Iran,5310,3.5,Asia/Tehran
OIFK,KKS,Kashan Airport,33.895302,51.577,Iran,3465,3.5,Asia/Tehran
OIFM,IFN,Esfahan Shahid Beheshti International Airport,32.7508010864258,51.8613014221191,Iran,5059,3.5,Asia/Tehran
OIFP,\N,Badr Air Base,32.6211013793945,51.6969985961914,Iran,5242,3.5,Asia/Tehran
