tail_id,registration,company,make,model,variant,multipilot,multiengine,engineType,weightClass
392,D-ZXDC,Mainline Airways,Boeing,777,10X,1,1,3,2
393,D-ZXDO,Mainline Airways,Boeing,787,8,1,1,3,2
394,D-ZXLP,Mainline Airways,Boeing,787,9,1,1,3,2
395,D-ZYHG,Mainline Airways,Boeing,787,10,1,1,3,2
396,D-ZYKW,Mainline Airways,Boeing,767,300ER,1,1,3,2
397,D-ZYYL,Mainline Airways,Boeing,767,400ER,1,1,3,2
398,D-ZZKQ,Mainline Airways,Boeing,777,200,1,1,3,2
399,D-QGH,Mainline Airways,Airbus,A320,100,1,1,3,1
400,D-QGH,Mainline Airways,Airbus,A320,200,1,1,3,1
401,D-QGV,Mainline Airways,Airbus,A320,NEO,1,1,3,1
402,D-QIA,Mainline Airways,Airbus,A321,100,1,1,3,1
403,D-QIY,Mainline Airways,Airbus,A321,200,1,1,3,1
404,D-QJW,Mainline Airways,Airbus,A321,NEO,1,1,3,1
405,D-QJW,Mainline Airways,Airbus,A321,LR,1,1,3,1
406,D-QKF,Mainline Airways,Airbus,A321,XLR,1,1,3,1
407,SE-QKQ,Northern Air,Airbus,A330,200,1,1,3,2
408,SE-QKV,Northern Air,Airbus,A330,300,1,1,3,2
409,SE-QLE,Northern Air,Airbus,A330,800,1,1,3,2
410,SE-QLG,Northern Air,Airbus,A330,900,1,1,3,2
411,SE-QLY,Northern Air,Airbus,A330,743L,1,1,3,2
412,SE-QMT,Northern Air,Airbus,A321,NEO,1,1,3,1
413,SE-QMY,Northern Air,Airbus,A321,LR,1,1,3,1
414,SE-QNL,Northern Air,Airbus,A321,XLR,1,1,3,1
415,SE-QOB,Northern Air,Airbus,A330,200,1,1,3,2
416,SE-QOG,Northern Air,Airbus,A330,300,1,1,3,2
417,SE-QPG,Northern Air,Airbus,A330,800,1,1,3,2
418,SE-QPU,Northern Air,Airbus,A330,900,1,1,3,2
419,SE-QQO,Northern Air,Airbus,A330,743L,1,1,3,2
420,SE-QQR,Northern Air,Airbus,A330,MRTT,1,1,3,2
421,SE-QSS,Northern Air,Airbus,A340,200,1,1,3,2
422,SE-QTA,Northern Air,Airbus,A340,300,1,1,3,2
423,SE-QTO,Northern Air,Airbus,A340,500,1,1,3,2
424,SE-QTP,Northern Air,Airbus,A340,600,1,1,3,2
425,SE-QTY,Northern Air,Airbus,A350,900,1,1,3,2
426,SE-QUD,Northern Air,Airbus,A350,1000,1,1,3,2
427,SE-QUZ,Northern Air,Airbus,A380,800,1,1,3,3
428,SE-QVY,Northern Air,Airbus,A220,300,1,1,3,1
429,SE-QWL,Northern Air,Airbus,A300,600,1,1,3,2
430,SE-QWX,Northern Air,Airbus,A300,600ST,1,1,3,2
431,SE-QWZ,Northern Air,Airbus,A310,200,1,1,3,2
432,SE-QXB,Northern Air,Airbus,A310,300,1,1,3,2
433,SE-QXD,Northern Air,Airbus,A310,MRTT,1,1,3,2
434,SE-QXQ,Northern Air,Airbus,A318,100,1,1,3,1
435,SE-QYD,Northern Air,Airbus,A319,100,1,1,3,1
436,SE-QZS,Northern Air,Airbus,A319,NEO,1,1,3,1
437,SE-RAD,Northern Air,Airbus,A320,100,1,1,3,1
438,SE-RAJ,Northern Air,Airbus,A320,200,1,1,3,1
439,SE-RAO,Northern Air,Airbus,A320,NEO,1,1,3,1
440,SE-RCH,Northern Air,Airbus,A321,100,1,1,3,1
441,SE-RDJ,Northern Air,Airbus,A321,200,1,1,3,1
442,SE-RDL,Northern Air,Airbus,A321,NEO,1,1,3,1
443,SE-REH,Northern Air,Airbus,A321,LR,1,1,3,1
444,SE-RER,Northern Air,Airbus,A321,XLR,1,1,3,1
445,SE-RGI,Northern Air,Airbus,A330,200,1,1,3,2
446,SE-RGP,Northern Air,Airbus,A330,300,1,1,3,2
447,SE-RGV,Northern Air,Airbus,A330,800,1,1,3,2
448,SE-RHM,Northern Air,Airbus,A330,900,1,1,3,2
449,SE-RID,Northern Air,Airbus,A330,743L,1,1,3,2
450,SE-RIO,Northern Air,Airbus,A330,MRTT,1,1,3,2
451,SE-RJE,Northern Air,Airbus,A340,200,1,1,3,2
452,SE-RJG,Northern Air,Airbus,A340,300,1,1,3,2
453,SE-RJN,Northern Air,Airbus,A340,500,1,1,3,2
454,SE-RJX,Northern Air,Airbus,A340,600,1,1,3,2
455,SE-RJZ,Northern Air,Airbus,A350,900,1,1,3,2
456,SE-RKK,Northern Air,Airbus,A350,1000,1,1,3,2
457,SE-RKP,Northern Air,Airbus,A380,800,1,1,3,3
458,SE-RLL,Northern Air,Airbus,A220,100,1,1,3,1
459,SE-RNU,Northern Air,Airbus,A220,300,1,1,3,1
460,SE-RNZ,Northern Air,Airbus,A300,600,1,1,3,2
461,SE-ROP,Northern Air,Airbus,A300,600ST,1,1,3,2
462,SE-ROR,Northern Air,Airbus,A310,200,1,1,3,2
463,SE-RPK,Northern Air,Airbus,A310,300,1,1,3,2
464,SE-RQB,Northern Air,Airbus,A310,MRTT,1,1,3,2
465,SE-RQD,Northern Air,Airbus,A318,100,1,1,3,1
466,SE-RQL,Northern Air,Airbus,A319,100,1,1,3,1
467,SE-RQS,Northern Air,Airbus,A319,NEO,1,1,3,1
468,SE-RQX,Northern Air,Airbus,A320,100,1,1,3,1
469,SE-RSC,Northern Air,Airbus,A320,200,1,1,3,1
470,SE-RWA,Northern Air,Airbus,A320,NEO,1,1,3,1
471,SE-RXY,Northern Air,Airbus,A321,100,1,1,3,1
472,SE-RYF,Northern Air,Airbus,A321,200,1,1,3,1
473,SE-RZH,Northern Air,Airbus,A321,NEO,1,1,3,1
474,SE-SAK,Northern Air,Airbus,A321,LR,1,1,3,1
475,SE-SAV,Northern Air,Airbus,A321,XLR,1,1,3,1
476,SE-SBT,Northern Air,Airbus,A330,200,1,1,3,2
477,SE-SCA,Northern Air,Airbus,A330,300,1,1,3,2
478,SE-SDO,Northern Air,Airbus,A330,800,1,1,3,2
479,SE-SDV,Northern Air,Airbus,A330,900,1,1,3,2
480,SE-SFY,Northern Air,Airbus,A330,743L,1,1,3,2
481,SE-SGE,Northern Air,Airbus,A330,MRTT,1,1,3,2
482,SE-SHN,Northern Air,Airbus,A340,200,1,1,3,2
483,SE-SHU,Northern Air,Airbus,A340,300,1,1,3,2
484,SE-SIQ,Northern Air,Airbus,A340,500,1,1,3,2
485,SE-SIY,Northern Air,Airbus,A340,600,1,1,3,2
486,SE-SJG,Northern Air,Airbus,A350,900,1,1,3,2
487,SE-SJH,Northern Air,Airbus,A350,1000,1,1,3,2
488,SE-SJO,Northern Air,Airbus,A380,800,1,1,3,3
489,SE-SKG,Northern Air,Airbus,A220,300,1,1,3,1
490,SE-SKK,Northern Air,Airbus,A300,600,1,1,3,2
491,SE-SKN,Northern Air,Airbus,A300,600ST,1,1,3,2
492,SE-SKV,Northern Air,Airbus,A310,200,1,1,3,2
493,SE-SLB,Northern Air,Airbus,A310,,1,1,3,2
494,SE-SLW,Northern Air,Airbus,A310,MRTT,1,1,3,2
495,LN-NEU,Northern Air,Boeing,737,800,1,1,3,1
496,LN-NEH,Northern Air,Boeing,737,800,1,1,3,1
497,LN-KAK,Northern Air,Boeing,737,800,1,1,3,1
499,LN-GOG,Northern Air,Boeing,737,800,1,1,3,1
500,LN-MEM,Northern Air,Boeing,737,800,1,1,3,1
